tag,x,y
"신촌역맛집",61397,1588
"신촌꽃집",32471,362
"신촌데이트코스",7887,2066
"신촌속눈썹연장",17591,1075
"신촌놀거리",3287,1252
"신촌맥주",2768,1597
"현대백화점신촌점",4835,1036
"신촌현대백화점",12307,1021
"신촌호빠",340815,1439
"신촌동",14610,291
"신촌가라오케",5131,1181
"신촌유플렉스",3897,497
"신촌연예인맛집",1189,173
"신촌곱창",4909,726
"신촌레스토랑",1230,2378
"신촌자연눈썹",9900,2142
"신촌점",9399,1690
"신촌피부관리",6438,418
"신촌돈부리모노",1549,461
"신촌칵테일",3463,208
"신촌맘",2305,875
"신촌댄스학원",3468,372
"신촌피부과",5737,1257
"신촌플라잉요가",810,63
"신촌곱창맛집",895,627
"신촌게스트하우스",1321,686
"신촌역미용실",1079,427
"신촌미용실추천",1511,933
"신촌설렁탕",3333,493
"신촌을못가",3387,199
"신촌꽃배달",887,54
"신촌디저트카페",589,229
"신촌로터리",3362,1552
"신촌성결교회",1155,107
"신촌타로",256,586
"신촌현백",2269,318
"신촌떡볶이",1467,925
"신촌방탈출",4739,120
"제주신촌",1009,244
"신촌현대백화점유플렉스",308,7775
"신촌중국집",564,348
"신촌이대거리",1567,281
"신촌이자카야",915,668
"신촌현대",1795,475
"신촌영어학원",2893,36
"신촌국제꽃시장",2452,507
"신촌사주",197,498
"신촌미용학원",415,296
"신촌동맛집",1437,577
"신촌피부",176,105
"신촌중화가정",295,45
"신촌헤어샵",469,204
"신촌리맛집",316,126
"신촌헤어",801,98
"신촌영어",760,172
"신촌횟집",479,140
"신촌물총축제",9405,406
"신촌세브란스어린이병원",467,86
"신촌댄스",362,63
"신촌락사",676,29
"신촌출장안마",23441,8
"신촌인테리어",265,60
"신촌머리잘하는미용실",161,105
"신촌귀걸이",259,23
"신촌맥주축제",6864,517
"현백신촌맛집",276,16
"신촌앨리스",303,52
"대포찜닭신촌점",158,205
"신촌웨딩홀",171,125
"신촌거리축제",394,62
"신촌찜질방",133,302
"신촌닭갈비",409,105
"아현네일",6747,839
"아현",20778,852
"아현동",28275,753
"아현맛집",3828,526
"아현동맛집",4298,746
"아현속눈썹",1316,1035
"아현역",9105,770
"아현동카페",2365,210
"북아현동",10687,1022
"아현속눈썹연장",228,200
"아현반영구",171,21
"역삼반영구",65497,1769
"역삼",850355,966
"역삼맛집",161988,1536
"역삼동",419029,875
"역삼네일",41977,449
"역삼역맛집",52973,1081
"역삼역",103604,926
"역삼동미용실",9627,1692
"역삼동꽃집",32951,277
"역삼미용실",22406,1353
"역삼역회식장소",9897,1773
"역삼꽃집",14326,490
"역삼pt",17981,862
"역삼동고기집",2411,332
"역삼동속눈썹",10970,939
"역삼술집",17427,2019
"역삼동회식",990,682
"역삼카페",27557,637
"역삼동카페",17748,1077
"역삼왁싱",17955,629
"역삼역꽃집",6102,208
"역삼동반영구",3787,838
"역삼회식장소",3332,575
"역삼고기집",1175,717
"역삼데이트",1013,426
"역삼붙임머리",1173,1198
"역삼동회식장소",1310,484
"역삼동네일샵",13656,280
"역삼네일샵",8097,719
"역삼동모임장소",781,339
"역삼타투",5848,1043
"역삼동눈썹문신",4119,2551
"합정역삼겹살",1114,431
"역삼점심",3183,326
"역삼동꽃배달",1334,298
"역삼눈썹",774,1079
"역삼동붙임머리",1124,1234
"역삼피티",2792,2349
"역삼디저트",1415,647
"역삼동네일",25474,559
"역삼역술집",703,841
"역삼역점심",629,1004
"역삼동전자담배",1328,70
"역삼동한우",215,2696
"역삼동맛집추천",1213,1206
"역삼요가",1423,478
"역삼맛집추천",698,1934
"역삼맘",2052,448
"역삼동헤어샵",1011,341
"역삼네거리",37,1527
"역삼공원",340,113
"역삼바버샵",122,483
"역삼동헬스장",458,257
"역삼헤어샵",512,262
"역삼썸네일",640,54
"역삼동고시원",30,3615
"역삼동미용실추천",272,106
"역삼동횟집",774,83
"역삼댄스",466,59
"역삼동데이트",228,431
"역삼치킨",522,86
"역삼맥주",239,111
"누벨바그역삼점",486,106
